No,物件種目,所在地,建物名/部屋番号,公開日,登録価格（万円）,坪単価（万円）,交通,土地面積（㎡）,土地権利,建ぺい率,容積率,用途地域,私道面積,私道持分,築年月,建物構造,物件構造,階建/階,取引態様,利回り,保証金,広告転載,条件等,登録会員,TEL,lat,lng
359,売地,浜松市中央区西ケ崎町1062,-,2026/05/30,2961,10.01,徒歩13分,979.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,上島不動産(株),053-473-5000,34.7747678,137.7674557
360,売地,浜松市中央区西ケ崎町441,-,2026/05/25,3164,10.01,徒歩11分,1046.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,上島不動産(株),053-473-5000,34.7747678,137.7674557
361,売地,浜松市中央区西島町,-,2026/04/20,220000,1.9,バス停 西島 停歩7分,349.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,あららぎ不動産(株),053-464-5557,34.6609828,137.7674557
362,売地,浜松市中央区西島町,-,2026/05/11,335500,2.32,バス停 西島 停歩4分,499.77,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,あららぎ不動産(株),053-464-5557,34.6609828,137.7674557
363,売地,浜松市中央区西島町,-,2026/05/07,99,3.99,-,497.63,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.6609828,137.7674557
364,売地,浜松市中央区西島町,-,2026/05/07,15,4.15,-,956.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.6609828,137.7674557
365,売地,浜松市中央区西町,-,2026/05/25,-,4,-,486.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,相談,(株)マストレ,053-448-5656,34.6844349,137.7797884
366,売地,浜松市中央区西町,-,2026/05/25,25,4.25,-,459.24,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ 高林支店,053-472-5656,34.6844349,137.7797884
367,売地,浜松市中央区西町494番1,-,2026/05/25,11330000,9.88,-,435.0,所有権,-,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(同)睦不動産,053-581-9623,34.6848698,137.7839157
368,売地,浜松市中央区西山町765-4,-,2026/05/07,443300,3.09,バス停 西山 停歩6分,461.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(有)大西屋,053-585-3401,34.7411542,137.6884973
369,売地,浜松市中央区西山町765-1,-,2026/05/05,443322,2.9,バス停 西山 停歩7分,494.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(有)大西屋,053-585-3401,34.7411542,137.6884973
370,売地,浜松市中央区西山町,-,2026/05/05,69,4.69,-,423.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.7411542,137.6884973
371,売地,浜松市中央区西山町223-1 223-4,-,2026/05/24,-,5,-,401.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,要確認,現況渡し,(株)吉田不動産,053-592-3131,34.708498,137.7290402
372,売地,浜松市中央区西山町2043番10,-,2026/05/17,81,13.81,-,347.22,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載可,現況渡し,リクロス(株),03-5937-6481,34.740512,137.6874695
373,売地,浜松市中央区西山町２４４７－１,-,2026/04/28,22116600,3,バス停 神田原 停歩3分,2382.0,所有権,-,-,無指定,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,あきやま不動産(株),053-437-7330,34.7411542,137.6884973
374,売地,浜松市中央区新橋町,-,2026/06/04,31,8.31,-,394.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.681355,137.7082987
375,売地,浜松市中央区新橋町812,-,2026/03/23,66,8.31,-,394.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.681355,137.7082987
376,売地,浜松市中央区新橋町,-,2026/06/03,79,6.79,-,487.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)三キュウ,053-489-9937,34.681355,137.7082987
377,売地,浜松市中央区新橋町,-,2026/05/28,1250,8.89,東海道本線 浜松 徒歩57分,465.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,浜松損害保険サービス(株),053-459-4180,34.681355,137.7082987
378,売地,浜松市中央区新橋町856,-,2026/06/02,1285,12,東海道本線 高塚 徒歩34分,354.19,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,ひばり開発(株),053-488-7477,34.6833462,137.704931
379,売地,浜松市中央区新橋町1193,-,2026/03/22,1930,10.01,-,638.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,要確認,相談,(有)MATプランニング,053-443-9615,34.681355,137.7082987
380,売地,浜松市中央区新橋町1451-1,-,2026/04/22,22110000,12.25,バス停 新橋町 停歩1分,567.0,所有権,-,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)Paddle,053-482-7733,34.681355,137.7082987
381,売地,浜松市中央区新橋町98、99、100-1,-,2026/04/24,44440000,8.33,バス停 体育センター 停歩6分,1748.0,所有権,70,-,取引態様,-,-,-,-,-,-,一般,-,-,転載可,現況渡し,(株)Paddle,053-482-7733,34.681355,137.7082987
382,売地,浜松市中央区新橋町1141、1142、1143,-,2026/04/24,66990000,10.35,バス停 新橋東 停歩4分,2204.0,所有権,70,-,-,-,-,-,-,-,-,一般,-,-,転載可,現況渡し,(株)Paddle,053-482-7733,34.681355,137.7082987
383,売地,浜松市中央区根洗町1558-2,-,2026/06/02,550000,3.48,バス停 別所 停歩2分,476.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,要確認,更地渡し,(有)天商,053-436-6708,34.798104,137.7021403
384,売地,浜松市中央区根洗町1101-3,-,2026/05/12,880000,5.93,バス停 三方原墓園 停歩5分,446.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載可,現況渡し,(株)Paddle,053-482-7733,34.798104,137.7021403
385,売地,浜松市中央区根洗町字東400-3,-,2026/04/28,880000,4.01,-,661.0,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,川井建設(株),053-461-9491,34.798104,137.7021403
386,売地,浜松市中央区根洗町1401,-,2026/05/01,33339933,8.01,バス停 静光園 停歩10分,1402.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)丸浜不動産コンサルティング,053-447-8817,34.798104,137.7021403
387,売地,浜松市中央区根洗町,-,2026/05/24,41,11.41,-,1020.6,所有権,70,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,更地渡し,(株)マストレ,053-448-5656,34.798104,137.7021403
388,売地,浜松市中央区根洗町,-,2026/05/19,99,8.99,-,1527.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ 高林支店,053-472-5656,34.798104,137.7021403
389,売地,浜松市中央区野口町,-,2026/05/10,8900,74.83,徒歩4分,393.21,所有権,80,-,近隣商業,-,-,-,-,-,-,売主,-,-,転載不可,相談,積水ハウス不動産(株) 浜松営業所,053-456-2103,34.71690690000001,137.7397176
390,売地,浜松市中央区法枝町,-,2026/05/18,2,-,-,401.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.6673447,137.7181536
391,売地,浜松市中央区法枝町219,-,2026/05/29,33220000,10.85,バス停 すずかけセントラル病院 停歩3分,975.0,所有権,-,-,取引態様,-,-,-,-,-,-,専任,-,-,要確認,現況渡し,(有)タイガ,053-478-3536,34.678571,137.7252282
392,売地,浜松市中央区初生町9番1の一部,-,2026/04/23,11115500,10.25,バス停 （遠）萩原荘 停歩2分,371.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.7555484,137.7323498
393,売地,浜松市中央区初生町,-,2026/05/20,11330000,12.11,バス停 初生大橋 停歩3分,355.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,ネルネ(株),053-401-1016,34.7676897,137.7267782
394,売地,浜松市中央区初生町,-,2026/05/20,4000,11.43,徒歩37分,1157.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,浜松損害保険サービス(株),053-459-4180,34.7676897,137.7267782
395,売地,浜松市中央区初生町1103-1、1103-5,-,2026/05/08,1,-,-,3756.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,エヌ・ワイ・エフ(株),053-522-7207,34.7725687,137.7337815
396,売地,浜松市中央区花川町375番1,-,2026/03/31,220000,0.46,バス停 遠鉄バス 花川小学校停 停歩8分,1448.0,所有権,-,-,無指定,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,坂口不動産事務所,053-437-3154,34.777557,137.6885944
397,売地,浜松市中央区花川町1785-2,-,2026/04/27,779900,6.25,バス停 花川停 停歩3分,418.02,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,要確認,現況渡し,オーク不動産(株),053-555-1074,34.777557,137.6885944
398,売地,浜松市中央区花川町755他3筆,-,2026/05/29,885500,6.62,バス停 高台線・東山苑前 停歩2分,424.55,所有権,60,-,-,-,-,-,-,-,-,売主,-,-,要確認,更地渡し,水嶋宅建(株),053-433-7660,34.777557,137.6885944
399,売地,浜松市中央区花川町759,-,2026/05/29,11555500,7.19,バス停 遠州鉄道・高台線・東山苑前 停歩2分,713.16,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,水嶋宅建(株),053-433-7660,34.7720424,137.6826297
400,売地,浜松市中央区東伊場１丁目３６－８,-,2026/05/06,11998800,15.82,バス停 西高入口（浜松市） 停歩6分,413.81,所有権,60,-,1種中高,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,遠州鉄道(株) 浜松店,053-471-0202,34.701594,137.7136159
401,売地,浜松市中央区東伊場１丁目,-,2026/05/17,36,-,-,417.53,所有権,60,-,1種中高,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)AFCスマイルプラス Smife浜松東店,053-423-4690,34.7004666,137.7224657
402,売地,浜松市中央区東伊場１丁目4378番78,-,2026/05/20,95,24.95,-,417.53,所有権,60,-,1種中高,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,松屋不動産販売(株),053-401-6610,34.7004666,137.7224657
403,売地,浜松市中央区東伊場１丁目,-,2026/05/08,95,24.95,-,417.53,所有権,60,-,1種中高,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.7004666,137.7224657
404,売地,浜松市中央区東伊場１丁目７－５,-,2026/05/09,55225500,38.02,バス停 菅原（静岡県） 停歩4分,456.5,所有権,80,-,近隣商業,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)アライブ 企画営業部,053-476-7112,34.7010985,137.72179
405,売地,浜松市中央区東三方町447-16,-,2026/06/02,11550000,5.01,バス停 赤松坂 停歩9分,991.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,要確認,更地渡し,(有)天商,053-436-6708,34.7839561,137.7228876
406,売地,浜松市中央区東三方町４４７－１６,-,2026/05/08,11550000,5.01,バス停 愛隣 停歩8分,991.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,遠州鉄道(株) 高台店,053-437-1976,34.7839561,137.7228876
407,売地,浜松市中央区東三方町519-1他,-,2026/05/28,50,9.5,-,2518.2,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,建築条件付,RBS(有),053-443-8578,34.7853515,137.7375137
408,売地,浜松市中央区東若林町,-,2026/05/30,1580,11.93,東海道本線 浜松 徒歩36分,438.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,浜松損害保険サービス(株),053-459-4180,34.6902778,137.7132259
409,売地,浜松市中央区東若林町1354番、1355番,-,2026/05/20,50,-,-,841.72,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,松屋不動産販売(株),053-401-6610,34.6902778,137.7132259
410,売地,浜松市中央区平松町719-1,-,2026/05/18,8855,0.76,バス停 東坊塚 停歩16分,370.98,所有権,-,-,無指定,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,曳馬土地開発(株),053-463-2161,34.7550558,137.6332155
411,売地,浜松市中央区広沢２丁目２２－８,-,2026/05/22,22777722,20,バス停 浜松病院 停歩4分,458.33,所有権,60,-,1種中高,-,-,-,-,-,-,専任,-,-,要確認,更地渡し,(株)アライブ 企画営業部,053-476-7112,34.7144539,137.7124797
412,売地,浜松市中央区広沢２丁目22-15,-,2026/05/09,2900,28.28,徒歩29分,339.1,所有権,60,-,1種中高,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)橘不動産,053-401-3303,34.71428849999999,137.7122305
413,売地,浜松市中央区広沢２丁目,-,2026/05/19,15,-,-,547.78,所有権,60,-,1種中高,-,-,-,-,-,-,一般,-,-,要確認,更地渡し,(株)マストレ 高林支店,053-472-5656,34.7161317,137.7138419
414,売地,浜松市中央区古川町56,-,2026/05/17,448866,4,バス停 古川 停歩3分,402.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)山崎不動産,053-463-8713,34.6892956,137.7791717
415,売地,浜松市中央区古川町176,-,2026/06/01,556,5.01,東海道本線 天竜川 徒歩4 1分,368.0,所有権,60,-,-,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)アース,054-270-3303,34.6892956,137.7791717
416,売地,浜松市中央区古川町119-3,-,2026/03/23,990000,8.83,-,337.03,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.6884734,137.7719053
417,売地,浜松市中央区古川町,-,2026/05/23,11001199,10.01,バス停 古川 停歩2分,337.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,要確認,更地渡し,(株)山崎不動産,053-463-8713,34.6892956,137.7791717
418,売地,浜松市中央区古川町,-,2026/05/23,11007766,8,バス停 古川 停歩3分,445.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,(株)山崎不動産,053-463-8713,34.6892956,137.7791717
419,売地,浜松市中央区芳川町335-3,-,2026/05/22,1800,13.08,東海道本線 天竜川 徒歩4 5分,455.0,所有権,60,-,1種住居,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,浜松損害保険サービス(株),053-459-4180,34.6872559,137.7649895
420,売地,"浜松市中央区舞阪町浜田672,673-2",-,2026/05/27,97,12.97,徒歩歩88分,331.46,所有権,60,-,準工業,-,-,-,-,-,-,売主,-,-,転載不可,更地渡し,(株)マルショウ企画,053-447-1115,34.6824597,137.6215318
421,売地,浜松市中央区舞阪町弁天島,-,2026/05/25,2250,13.26,東海道本線 弁天島 徒歩8分,561.0,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,要確認,建築条件付,(株)マストレ 高林支店,053-472-5656,34.6897081,137.6035333
422,売地,浜松市中央区舞阪町弁天島,-,2026/05/14,2800,8.03,東海道本線 弁天島 徒歩8分,1153.7,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,要確認,相談,(株)マストレ,053-448-5656,34.6897081,137.6035333
423,売地,浜松市中央区舞阪町舞阪,-,2026/05/27,4700,11.31,東海道本線 舞阪 徒歩20分,1374.08,所有権,60,-,2種住居,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,浜松損害保険サービス(株),053-459-4180,34.6856194,137.6133215
424,売地,浜松市中央区松小池町394,-,2026/04/19,1530,4.49,東海道本線 天竜川 徒歩34分,1127.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)伊藤会計不動産部,053-422-9181,34.7351994,137.792124
425,売地,浜松市中央区三方原町1697番7,-,2026/04/03,450,2.98,-,499.39,所有権,60,-,無指定,-,-,-,-,-,-,専属専任,-,-,転載不可,現況渡し,(株)マックスリアリティー,053-412-5800,34.785159,137.7100922
426,売地,浜松市中央区三方原町2095番3、2097番3,-,2026/04/23,448800,3.2,バス停 別院 停歩8分,496.0,所有権,-,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.7905988,137.7080767
427,売地,浜松市中央区三方原町182９-1 から分筆,-,2026/04/01,113,2.03,バス停 権七 停歩4分,113.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(有)イーエム,053-437-1980,34.7852802,137.7022554
428,売地,浜松市中央区三方原町1493-1,-,2026/03/23,774466,6.5,バス停 遠鉄バス「権七」 停歩4分,379.42,所有権,60,-,-,-,-,-,-,-,-,専任,-,-,要確認,相談,(株)グリーンランド,052-744-3833,34.785159,137.7100922
429,売地,浜松市中央区三方原町１４８０（ＡＢ号地）,-,2026/05/08,11558800,11.08,バス停 権七 停歩1分,471.52,所有権,70,-,-,-,-,-,-,-,-,売主,-,-,要確認,更地渡し,古田不動産(株),053-581-9801,34.785159,137.7100922
430,売地,浜松市中央区三方原町484-3,-,2026/05/29,22443300,9.06,-,887.12,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)セカイエ,053-581-8300,34.7776313,137.7154923
431,売地,浜松市中央区三方原町251-1の一部（A号地）,-,2026/05/08,22885577,28.01,バス停 萩野原橋 停歩2分,337.29,所有権,60,-,-,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,古田不動産(株),053-581-9801,34.785159,137.7100922
432,売地,浜松市中央区三方原町,-,2026/05/09,-,5,-,2379.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.785159,137.7100922
433,売地,浜松市中央区三方原町１４８４,-,2026/05/08,33779911,24,バス停 権七 停歩1分,522.22,所有権,60,-,-,-,-,-,-,-,-,売主,-,-,要確認,現況渡し,古田不動産(株),053-581-9801,34.7806595,137.702581
434,売地,浜松市中央区三方原町1034,-,2026/05/04,19,-,-,2176.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,テクノ不動産(有),053-484-1107,34.7784502,137.7061821
435,売地,"浜松市中央区三組町28番64,65",-,2026/06/01,7000,30.96,東海道本線 浜松 徒歩25分,747.57,所有権,60,-,1種中高,-,-,-,-,-,-,売主,-,-,転載不可,現況渡し,冨士物産(株) 浜松店,053-489-3900,34.7107384,137.7197678
436,売地,浜松市中央区三組町,-,2026/05/27,41,-,-,1116.61,所有権,70,-,1種住居,-,-,-,-,-,-,専属専任,-,-,転載不可,-,(有)ホームズ,053-455-2223,34.7089332,137.7203096
437,売地,浜松市中央区三島町1348,-,2026/04/20,1280,8.54,ＪＲ東海道新幹線 浜松 徒歩30分,496.0,所有権,-,-,無指定,-,-,-,-,-,-,専任,-,-,転載可,現況渡し,(同)AGILE MIND,053-568-2073,34.6879775,137.7452641
438,売地,浜松市中央区三島町26-1,-,2026/05/30,9500,35.49,ＪＲ東海道新幹線 浜松 徒歩19分,885.02,所有権,60,-,1種住居,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)アール・プランニング,03-3491-0056,34.6879775,137.7452641
439,売地,浜松市中央区南浅田１丁目1331-1,-,2026/04/26,3000,26.59,ＪＲ東海道新幹線 浜松 徒歩24分,373.1,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)れっく,053-462-2882,34.6922357,137.7298587
440,売地,浜松市中央区三幸町177番1,-,2026/06/01,10900,5,徒歩39分,7207.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,冨士物産(株) 浜松店,053-489-3900,34.8019602,137.7218497
441,売地,浜松市中央区村櫛町2642番1、他4筆,-,2026/05/31,450,3.65,バス停 徒歩7分,408.16,所有権,60,-,1種住居,-,-,-,-,-,-,売主,-,-,転載可,相談,ユウナンエイト(株),053-401-9723,34.7281929,137.5966348
442,売地,浜松市中央区村櫛町3860-1,-,2026/04/20,480,4.55,-,349.0,所有権,60,-,1種住居,-,-,-,-,-,-,専任,-,-,要確認,現況渡し,(同)AGILE MIND,053-568-2073,34.7259423,137.5931621
